row_index,id_student,code_module,code_presentation,actual_at_risk,predicted_at_risk,risk_probability,risk_level,recommendations_json,clicks_week1_28d,clicks_week2_28d,clicks_week3_28d,clicks_week4_28d,weekly_click_slope_28d,active_days_28d,active_days_last7d,days_since_last_activity_28d,assessment_mean_score_28d,assessment_completion_rate_28d,assessments_missed_28d,engagement_direction
16993,513672,EEE,2014B,0,1,0.3414565305265655,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",99.0,36.0,73.0,96.0,2.8,14.0,4.0,2.0,,,0.0,Improving
16996,516728,EEE,2014B,1,1,0.7599703737554897,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 26 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",1.0,0.0,0.0,0.0,-0.3,1.0,0.0,26.0,,,0.0,Declining
17002,523061,EEE,2014B,0,1,0.4005095561854574,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",10.0,25.0,159.0,137.0,51.5,10.0,3.0,0.0,,,0.0,Improving
17005,525332,EEE,2014B,1,1,0.5464216063380087,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",5.0,6.0,109.0,46.0,22.6,7.0,1.0,3.0,,,0.0,Improving
17006,526051,EEE,2014B,0,0,0.2687413164063195,Medium,"[{""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",251.0,132.0,319.0,210.0,6.4,25.0,6.0,0.0,,,0.0,Improving
17007,527771,EEE,2014B,1,1,0.3771021472492451,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",16.0,76.0,96.0,66.0,17.0,15.0,3.0,0.0,,,0.0,Improving
17008,529304,EEE,2014B,0,1,0.546019400689232,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 6 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",66.0,19.0,104.0,9.0,-8.6,7.0,1.0,6.0,,,0.0,Declining
17010,532531,EEE,2014B,0,1,0.6514570422172693,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",23.0,0.0,97.0,8.0,5.2,5.0,1.0,4.0,,,0.0,Improving
17014,541999,EEE,2014B,1,1,0.3464172696212432,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 5 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",25.0,0.0,0.0,52.0,8.1,3.0,1.0,5.0,,,0.0,Improving
17017,543475,EEE,2014B,0,0,0.1726791318582421,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",263.0,37.0,146.0,134.0,-27.8,17.0,4.0,1.0,,,0.0,Declining
17032,551856,EEE,2014B,1,1,0.5239535979655894,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",2.0,16.0,131.0,3.0,11.8,6.0,1.0,2.0,,,0.0,Improving
17034,554988,EEE,2014B,1,0,0.2797639054624674,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",40.0,52.0,113.0,64.0,13.3,13.0,3.0,2.0,,,0.0,Improving
17035,555022,EEE,2014B,0,0,0.1639324737731234,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",48.0,59.0,254.0,116.0,39.9,26.0,5.0,1.0,,,0.0,Improving
17037,557700,EEE,2014B,0,0,0.1964089335318986,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",89.0,128.0,212.0,92.0,9.3,14.0,3.0,0.0,,,0.0,Improving
17038,558122,EEE,2014B,1,1,0.6521278513471024,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,0.0,Stable
17041,559977,EEE,2014B,1,1,0.6544723303688229,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 6 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,13.0,40.0,13.3,2.0,1.0,6.0,,,0.0,Improving
17047,562825,EEE,2014B,0,1,0.323529405287966,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",3.0,99.0,1.0,33.0,-0.8,4.0,1.0,2.0,,,0.0,Declining
17048,563230,EEE,2014B,0,0,0.2435494450636322,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",69.0,60.0,82.0,39.0,-6.8,12.0,3.0,4.0,,,0.0,Declining
17066,575162,EEE,2014B,0,1,0.5578510810755899,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 10 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",11.0,13.0,111.0,0.0,6.5,3.0,0.0,10.0,,,0.0,Improving
17068,575777,EEE,2014B,0,1,0.4202358207888829,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",26.0,0.0,0.0,360.0,100.2,6.0,5.0,1.0,,,0.0,Improving
17086,587323,EEE,2014B,0,0,0.2984717752990988,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",30.0,65.0,71.0,13.0,-4.5,10.0,2.0,3.0,,,0.0,Declining
17091,589260,EEE,2014B,0,0,0.3170313615677805,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",102.0,34.0,284.0,153.0,40.3,18.0,4.0,0.0,,,0.0,Improving
17092,589722,EEE,2014B,1,1,0.6386944194131772,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 28 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",1.0,0.0,0.0,0.0,-0.3,1.0,0.0,28.0,,,0.0,Declining
17094,591398,EEE,2014B,0,0,0.1922735923272711,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",176.0,4.0,251.0,132.0,11.5,17.0,5.0,1.0,,,0.0,Improving
17098,593123,EEE,2014B,1,1,0.3853002846879241,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",33.0,0.0,0.0,95.0,18.6,8.0,4.0,0.0,,,0.0,Improving
17105,595808,EEE,2014B,1,1,0.6662005782855571,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 5 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,1.0,116.0,14.0,15.7,3.0,1.0,5.0,,,0.0,Improving
17107,596347,EEE,2014B,0,1,0.4408170828600191,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 6 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",8.0,10.0,102.0,1.0,7.1,6.0,1.0,6.0,,,0.0,Improving
17111,599263,EEE,2014B,1,1,0.4808068972558571,High,"[{""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",1.0,6.0,2.0,7.0,1.4,5.0,2.0,3.0,,,0.0,Improving
17112,599341,EEE,2014B,0,0,0.2602606312522259,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",147.0,7.0,69.0,268.0,42.5,14.0,6.0,1.0,,,0.0,Improving
17135,604502,EEE,2014B,0,1,0.5741720906956057,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 18 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,23.0,0.0,0.0,-2.3,1.0,0.0,18.0,,,0.0,Declining
17149,610234,EEE,2014B,0,0,0.1834942779778682,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",135.0,163.0,102.0,80.0,-22.6,25.0,6.0,0.0,,,0.0,Declining
17151,610684,EEE,2014B,0,0,0.2521078524605197,Medium,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",139.0,171.0,117.0,75.0,-24.6,25.0,7.0,0.0,,,0.0,Declining
17156,611502,EEE,2014B,0,0,0.2202422794383403,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",130.0,163.0,177.0,46.0,-23.8,25.0,5.0,0.0,,,0.0,Declining
17162,612397,EEE,2014B,1,1,0.400386390547656,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",0.0,185.0,35.0,22.0,-8.4,8.0,2.0,0.0,,,0.0,Declining
17174,613790,EEE,2014B,1,1,0.3878302128891597,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,42.0,108.0,2.0,7.2,6.0,1.0,1.0,,,0.0,Improving
17178,614952,EEE,2014B,1,1,0.5500308971429588,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",0.0,118.0,2.0,17.0,-6.5,4.0,2.0,2.0,,,0.0,Declining
17181,615242,EEE,2014B,1,1,0.396441919318594,High,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",71.0,46.0,29.0,30.0,-14.0,14.0,3.0,0.0,,,0.0,Declining
17196,618078,EEE,2014B,1,1,0.7536090127358596,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,0.0,Stable
17197,618571,EEE,2014B,0,0,0.1937113472487342,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",132.0,165.0,119.0,141.0,-1.9,14.0,4.0,1.0,,,0.0,Declining
17202,618824,EEE,2014B,0,1,0.4154510376501807,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",75.0,20.0,189.0,59.0,12.1,17.0,3.0,0.0,,,0.0,Improving
17205,619014,EEE,2014B,0,0,0.2948207722933208,Medium,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",21.0,128.0,10.0,15.0,-13.6,9.0,2.0,0.0,,,0.0,Declining
17206,619292,EEE,2014B,0,0,0.1600180832817675,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",19.0,240.0,138.0,71.0,5.4,18.0,7.0,0.0,,,0.0,Improving
17217,620713,EEE,2014B,1,1,0.8652722945075477,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,0.0,Stable
17218,620716,EEE,2014B,0,0,0.2676582800491967,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",60.0,45.0,122.0,113.0,23.6,18.0,5.0,2.0,,,0.0,Improving
17220,620916,EEE,2014B,1,1,0.5492154678375245,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",80.0,17.0,109.0,9.0,-12.1,8.0,1.0,4.0,,,0.0,Declining
17223,621401,EEE,2014B,1,1,0.4930121241273044,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 12 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",19.0,5.0,9.0,0.0,-5.3,3.0,0.0,12.0,,,0.0,Declining
17224,621414,EEE,2014B,0,0,0.2336098782311814,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",120.0,145.0,11.0,102.0,-18.8,14.0,5.0,0.0,,,0.0,Declining
17225,621655,EEE,2014B,0,1,0.3798147339617057,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",45.0,8.0,145.0,76.0,23.0,11.0,2.0,0.0,,,0.0,Improving
17226,621906,EEE,2014B,1,0,0.315652786062929,Medium,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",57.0,212.0,66.0,33.0,-21.8,11.0,3.0,1.0,,,0.0,Declining
17236,623079,EEE,2014B,0,0,0.2373308799687002,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",106.0,48.0,193.0,129.0,21.4,22.0,6.0,0.0,,,0.0,Improving
17238,623105,EEE,2014B,1,1,0.5481005450862021,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,7.0,0.0,3.0,0.2,2.0,1.0,1.0,,,0.0,Improving
17240,623184,EEE,2014B,1,0,0.2346187124697773,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",25.0,141.0,10.0,64.0,-1.4,8.0,2.0,4.0,,,0.0,Declining
17243,623562,EEE,2014B,0,1,0.3399164442254975,High,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",79.0,57.0,11.0,41.0,-16.0,10.0,3.0,2.0,,,0.0,Declining
17244,623609,EEE,2014B,1,1,0.5395848317721569,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",22.0,0.0,151.0,9.0,11.2,6.0,2.0,3.0,,,0.0,Improving
17245,623667,EEE,2014B,0,0,0.3086834112170139,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",59.0,7.0,171.0,72.0,20.3,8.0,2.0,2.0,,,0.0,Improving
17250,623940,EEE,2014B,1,0,0.2609592080883399,Medium,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",166.0,16.0,135.0,75.0,-15.4,18.0,3.0,2.0,,,0.0,Declining
17251,624092,EEE,2014B,1,1,0.526186795727928,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,99.0,18.0,15.3,2.0,1.0,0.0,,,0.0,Improving
17253,624153,EEE,2014B,1,1,0.4016227490695516,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",14.0,7.0,146.0,38.0,21.1,11.0,3.0,1.0,,,0.0,Improving
17258,624782,EEE,2014B,0,1,0.4605477420274752,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",3.0,0.0,175.0,6.0,18.4,8.0,1.0,2.0,,,0.0,Improving
17260,625126,EEE,2014B,0,1,0.4179576065506987,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",61.0,0.0,145.0,66.0,16.0,8.0,1.0,0.0,,,0.0,Improving
17265,625541,EEE,2014B,0,1,0.3778034011197909,High,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",99.0,49.0,120.0,42.0,-10.0,15.0,2.0,1.0,,,0.0,Declining
17266,625740,EEE,2014B,0,1,0.3261918822489507,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 5 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",22.0,19.0,102.0,1.0,2.0,11.0,1.0,5.0,,,0.0,Improving
17273,625975,EEE,2014B,1,1,0.4201344115039363,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",12.0,5.0,142.0,12.0,13.7,7.0,1.0,2.0,,,0.0,Improving
17274,626022,EEE,2014B,1,0,0.2503630864030003,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",112.0,194.0,325.0,42.0,-7.9,25.0,5.0,1.0,,,0.0,Declining
17279,626444,EEE,2014B,1,0,0.2549336004802207,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",40.0,0.0,6.0,119.0,24.3,12.0,6.0,0.0,,,0.0,Improving
17285,626749,EEE,2014B,0,1,0.4420081850813057,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 10 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",9.0,0.0,110.0,0.0,8.3,5.0,0.0,10.0,,,0.0,Improving
17286,626753,EEE,2014B,0,0,0.2740671028291978,Medium,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",144.0,59.0,156.0,24.0,-26.3,12.0,2.0,0.0,,,0.0,Declining
17290,626906,EEE,2014B,1,1,0.5061751646285573,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 11 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",3.0,5.0,175.0,0.0,16.1,6.0,0.0,11.0,,,0.0,Improving
17296,627399,EEE,2014B,0,0,0.2417653178970417,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",247.0,55.0,55.0,154.0,-27.9,15.0,5.0,1.0,,,0.0,Declining
17297,627401,EEE,2014B,0,1,0.3637187587387269,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",27.0,0.0,99.0,56.0,18.6,3.0,1.0,0.0,,,0.0,Improving
17303,627636,EEE,2014B,0,1,0.3227049458054925,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 5 day(s) before the prediction point.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",12.0,362.0,32.0,44.0,-23.4,12.0,2.0,5.0,,,0.0,Declining
17313,628677,EEE,2014B,1,1,0.3948948788951149,High,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",261.0,69.0,11.0,8.0,-81.7,13.0,2.0,0.0,,,0.0,Declining
17314,628718,EEE,2014B,0,1,0.4169918101778176,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",37.0,48.0,43.0,43.0,1.3,9.0,2.0,0.0,,,0.0,Improving
